city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa (R$),rent amount (R$),property tax (R$),fire insurance (R$),total (R$)
Sao Paulo,107.2,4,3,2,5,acept,furnished,325.7,4012.38,106.99,55.94,4501.01
Recife,71.3,3,2,0,20,not acept,not furnished,212.65,2097.45,47.04,11.48,2368.62
Sao Paulo,18.0,4,4,2,22,acept,not furnished,33.78,400.0,19.33,3.42,456.53
Sao Paulo,43.9,3,3,2,14,not acept,furnished,244.57,1369.25,40.68,7.56,1662.06
Belo Horizonte,52.9,5,4,1,29,not acept,not furnished,214.88,1840.0,82.74,26.06,2163.68
Belo Horizonte,18.0,1,2,0,13,not acept,not furnished,65.36,400.0,4.15,3.34,472.85
Curitiba,125.8,1,1,1,6,acept,not furnished,440.65,3415.13,41.63,19.89,3917.3
Sao Paulo,118.8,2,2,1,0,acept,not furnished,574.29,5093.95,148.52,29.8,5846.56
Recife,89.0,4,4,2,26,acept,furnished,424.43,2969.11,107.14,35.07,3535.75
Sao Paulo,62.0,3,3,1,10,acept,furnished,614.73,4431.88,129.25,66.23,5242.09
Sao Paulo,145.8,2,3,1,23,not acept,not furnished,986.16,5516.47,159.73,60.53,6722.89
Sao Paulo,127.7,3,4,2,23,acept,not furnished,723.38,4423.1,102.67,22.26,5271.41
Belo Horizonte,97.1,4,3,0,0,not acept,not furnished,408.57,3484.56,98.45,27.75,4019.33
Fortaleza,77.0,4,3,0,25,acept,furnished,344.91,1951.56,84.58,11.55,2392.6
Curitiba,63.2,3,3,1,7,not acept,furnished,307.05,2023.09,81.85,15.28,2427.27
Salvador,27.1,3,2,0,25,not acept,not furnished,199.36,1651.04,31.66,20.52,1902.58
Sao Paulo,122.5,2,3,3,14,acept,not furnished,673.95,3802.09,147.34,34.2,4657.58
Belo Horizonte,124.3,3,3,2,17,acept,not furnished,412.86,3318.34,123.99,24.75,3879.94
Rio de Janeiro,59.1,4,4,2,1,not acept,not furnished,238.12,2757.85,42.32,24.52,3062.81
Rio de Janeiro,54.1,3,3,1,10,not acept,furnished,584.22,3150.0,140.3,27.24,3901.76
Sao Paulo,90.6,3,2,1,30,not acept,not furnished,454.58,3408.7,42.29,24.85,3930.42
Curitiba,42.4,1,1,0,28,not acept,not furnished,359.39,3027.49,30.84,18.58,3436.3
Belo Horizonte,26.6,1,1,1,30,not acept,furnished,326.89,1723.85,72.78,22.61,2146.13
Porto Alegre,63.7,1,2,1,14,acept,not furnished,331.66,3009.06,108.09,35.05,3483.86
Rio de Janeiro,98.6,3,3,1,24,acept,not furnished,695.32,3539.99,62.3,27.29,4324.9
Sao Paulo,174.1,3,2,2,12,not acept,not furnished,473.64,5677.48,221.28,32.14,6404.54
Curitiba,58.1,4,4,3,29,acept,not furnished,388.28,2421.24,109.37,29.31,2948.2
Sao Paulo,18.2,3,2,0,30,acept,not furnished,40.6,465.78,7.94,3.31,517.63
Fortaleza,24.8,2,3,2,26,acept,furnished,193.61,13901.884020966323,49.83,24.49,2397.71
Belo Horizonte,33.3,2,3,0,18,not acept,not furnished,193.28,989.68,42.42,9.2,1234.58
Sao Paulo,106.2,4,4,1,30,acept,not furnished,839.94,4410.46,178.57,35.6,5464.57
Recife,18.0,3,4,1,30,acept,furnished,248.91,1373.22,47.03,10.06,1679.22
Belo Horizonte,69.4,3,3,3,13,acept,not furnished,539.25,3339.54,85.45,24.36,3988.6
Sao Paulo,135.8,3,4,2,7,not acept,not furnished,649.59,4776.07,127.14,28.76,5581.56
Curitiba,86.7,1,2,1,3,not acept,not furnished,579.26,3589.59,97.98,51.7,4318.53
Sao Paulo,77.8,1,1,0,20,acept,not furnished,574.32,3910.25,183.69,32.09,4700.35
Salvador,23.4,2,1,2,0,acept,not furnished,72.91,400.0,12.35,5.88,491.14
Salvador,18.0,2,2,1,23,not acept,not furnished,78.05,461.23,14.03,3.92,557.23
Recife,84.3,3,3,1,0,acept,not furnished,392.67,2428.13,59.87,36.24,2916.91
Belo Horizonte,18.0,3,2,2,6,not acept,furnished,188.21,1823.91,64.85,18.11,2095.08
Rio de Janeiro,140.1,5,6,1,14,acept,not furnished,630.61,3964.24,127.44,21.85,4744.14
Porto Alegre,25.0,4,4,0,0,not acept,not furnished,198.86,1437.1,51.99,12.32,1700.27
Sao Paulo,93.0,3,4,1,0,not acept,not furnished,494.97,2855.18,136.05,38.26,3524.46
Belo Horizonte,66.8,3,2,1,13,not acept,not furnished,431.35,3205.67,135.3,21.9,3794.22
Belo Horizonte,68.3,3,4,1,27,acept,not furnished,105.02,5036.318895170094,9.4,7.57,873.54
Sao Paulo,104.5,1,2,2,11,acept,not furnished,451.86,3480.82,171.72,47.12,4151.52
Rio de Janeiro,71.6,5,5,1,4,not acept,not furnished,428.32,2162.1,42.74,29.85,2663.01
Salvador,78.0,3,4,1,11,not acept,not furnished,381.15,2520.05,90.05,20.1,3011.35
Salvador,82.2,4,3,0,21,acept,not furnished,588.11,3105.64,108.16,15.64,3817.55
Sao Paulo,99.7,5,6,2,0,acept,not furnished,614.19,3326.81,39.24,32.87,4013.11
Sao Paulo,137.0,3,2,1,0,not acept,not furnished,789.82,4636.93,229.36,59.84,5715.95
Sao Paulo,48.8,1,1,1,13,not acept,not furnished,209.13,1488.05,40.51,10.72,1748.41
Fortaleza,26.6,3,3,1,20,acept,not furnished,193.51,1338.08,56.78,8.78,1597.15
Sao Paulo,91.0,3,2,3,18,not acept,furnished,908.67,4729.87,119.84,42.49,5800.87
Curitiba,18.0,3,2,1,18,acept,furnished,147.1,1366.03,34.08,10.83,1558.04
Sao Paulo,209.5,1,1,1,3,not acept,furnished,1375.05,7900.09,289.3,59.01,9623.45
Curitiba,49.0,3,3,0,15,acept,furnished,278.02,2403.12,56.82,32.39,2770.35
Rio de Janeiro,18.0,4,4,2,10,acept,not furnished,34.8,400.0,10.88,2.57,448.25
Porto Alegre,93.4,5,4,1,1,not acept,not furnished,332.29,2608.49,75.66,14.93,3031.37
Sao Paulo,144.8,2,2,2,1,acept,furnished,754.25,5285.99,144.09,33.79,6218.12
Curitiba,96.4,4,3,1,19,acept,not furnished,345.34,3603.87,80.58,35.83,4065.62
Sao Paulo,156.7,1,1,0,29,not acept,not furnished,976.11,5753.34,240.21,82.5,7052.16
Curitiba,20.4,4,3,1,1,not acept,not furnished,239.89,1418.86,59.71,9.17,1727.63
Fortaleza,37.6,2,2,2,14,not acept,not furnished,143.34,854.85,35.13,12.04,1045.36
Sao Paulo,49.7,5,4,1,5,not acept,not furnished,291.92,2463.06,26.63,34.15,2815.76
Salvador,73.3,3,2,0,7,not acept,not furnished,326.32,2335.3,71.72,21.82,2755.16
Belo Horizonte,95.0,2,2,0,5,not acept,furnished,323.12,3203.4,135.58,46.21,3708.31
Sao Paulo,71.4,2,2,2,15,not acept,furnished,385.05,2904.82,29.82,26.69,3346.38
Rio de Janeiro,78.4,2,1,1,0,acept,furnished,699.27,3592.7,70.15,25.79,4387.91
Sao Paulo,38.1,3,2,1,22,acept,furnished,230.47,1981.7,61.74,26.05,2299.96
Curitiba,115.6,4,3,1,17,acept,furnished,413.03,4809.9,120.99,49.64,5393.56
Porto Alegre,77.7,3,3,1,10,not acept,not furnished,358.09,3047.94,126.5,31.54,3564.07
Sao Paulo,172.3,4,4,1,4,not acept,furnished,1133.53,40747.34235289192,202.43,68.77,7694.64
Belo Horizonte,92.3,3,4,0,15,not acept,not furnished,558.39,2957.33,112.18,15.37,3643.27
Salvador,88.5,5,5,1,29,acept,not furnished,229.89,2833.02,31.74,16.77,3111.42
Fortaleza,47.6,3,2,1,21,not acept,not furnished,385.31,2799.47,43.31,14.55,3242.64
Belo Horizonte,74.6,2,2,3,6,not acept,furnished,528.59,2727.88,82.67,26.92,3366.06
Recife,40.9,3,3,1,22,not acept,not furnished,97.53,1025.71,44.06,9.25,1176.55
Belo Horizonte,18.0,2,3,0,14,acept,not furnished,66.42,5532.269293912525,9.67,11.11,846.13
Rio de Janeiro,42.6,5,6,3,0,not acept,not furnished,68.39,400.0,4.31,4.87,477.57
Salvador,89.8,2,1,3,18,not acept,furnished,270.69,1726.27,62.0,21.42,2080.38
Rio de Janeiro,134.8,2,3,0,5,acept,furnished,913.7,5486.31,154.94,42.96,6597.91
Rio de Janeiro,45.4,2,1,2,11,acept,not furnished,261.35,2320.66,50.72,26.52,2659.25
Rio de Janeiro,112.4,3,2,2,13,not acept,not furnished,511.61,3984.46,63.27,25.1,4584.44
Salvador,18.0,1,1,1,24,acept,not furnished,118.41,795.55,17.31,7.79,939.06
Salvador,67.3,5,4,0,17,acept,not furnished,185.21,1080.97,22.22,13.18,1301.58
Rio de Janeiro,190.4,2,3,2,9,not acept,not furnished,770.93,6519.92,79.06,86.34,7456.25
Rio de Janeiro,91.1,2,1,0,19,acept,furnished,507.61,3945.44,134.24,51.15,4638.44
Rio de Janeiro,78.9,1,1,1,4,acept,not furnished,259.62,1798.27,79.48,11.37,2148.74
Belo Horizonte,90.3,2,2,1,25,not acept,furnished,360.85,4468.54,174.62,39.14,5043.15
Sao Paulo,95.3,2,1,1,4,not acept,not furnished,663.13,3650.89,126.68,30.58,4471.28
Porto Alegre,70.7,2,2,2,16,not acept,furnished,273.57,1766.32,38.83,18.33,2097.05
Rio de Janeiro,44.5,2,3,2,4,not acept,not furnished,110.75,1232.06,38.29,10.27,1391.37
Rio de Janeiro,119.8,1,1,3,8,acept,furnished,600.37,4904.5,102.76,47.53,5655.16
Sao Paulo,157.5,2,3,1,11,acept,not furnished,548.82,5407.52,86.78,43.76,6086.88
Sao Paulo,140.7,3,4,1,9,acept,furnished,573.86,6769.77,93.24,51.82,7488.69
Recife,40.0,2,2,1,28,acept,not furnished,169.99,1448.88,19.33,9.62,1647.82
Rio de Janeiro,18.0,2,3,1,5,not acept,furnished,84.15,455.47,13.0,3.92,556.54
Sao Paulo,85.7,2,3,2,3,not acept,not furnished,205.72,2335.52,90.67,17.56,2649.47
Rio de Janeiro,44.8,3,4,1,14,acept,furnished,485.37,2619.7,75.29,21.02,3201.38
Rio de Janeiro,94.1,2,2,2,29,not acept,not furnished,469.99,4426.23,149.15,37.15,5082.52
Sao Paulo,18.0,3,4,0,14,not acept,not furnished,77.86,400.0,13.06,2.38,493.3
Rio de Janeiro,18.0,5,4,1,29,acept,not furnished,109.39,1028.44,22.87,6.63,1167.33
Belo Horizonte,92.3,1,1,0,4,not acept,not furnished,478.01,2616.09,122.5,18.39,3234.99
Belo Horizonte,102.5,2,1,3,0,not acept,not furnished,534.23,2809.98,110.8,30.03,3485.04
Rio de Janeiro,102.0,2,2,2,7,not acept,not furnished,965.03,5061.7,196.88,46.81,6270.42
Rio de Janeiro,100.1,2,1,0,18,not acept,not furnished,367.6,3875.62,117.38,20.06,4380.66
Recife,44.4,1,2,1,17,not acept,furnished,222.44,1385.68,24.37,20.35,1652.84
Rio de Janeiro,18.0,3,2,0,5,not acept,not furnished,108.1,604.56,16.44,5.27,734.37
Sao Paulo,150.9,4,3,2,19,acept,not furnished,831.54,4940.43,93.69,47.19,5912.85
Sao Paulo,98.0,1,1,0,25,acept,furnished,600.23,4387.09,77.09,31.83,5096.24
Rio de Janeiro,136.9,2,2,2,20,acept,not furnished,832.78,4315.74,60.6,38.31,5247.43
Porto Alegre,35.7,3,4,0,21,not acept,furnished,239.59,2358.67,48.85,21.42,2668.53
Sao Paulo,103.5,2,3,1,7,not acept,furnished,658.64,3554.23,131.41,31.88,4376.16
Curitiba,97.1,1,1,1,15,not acept,furnished,461.83,4239.65,173.73,24.17,4899.38
Sao Paulo,92.5,3,2,1,0,acept,not furnished,449.2,3350.59,158.8,45.87,4004.46
Rio de Janeiro,91.6,1,1,0,9,not acept,not furnished,489.49,3612.34,107.7,18.98,4228.51
Porto Alegre,35.3,4,3,1,24,not acept,not furnished,45.89,400.0,14.5,4.65,465.04
Rio de Janeiro,156.1,1,1,1,24,acept,furnished,834.85,7317.18,349.63,50.22,8551.88
Belo Horizonte,29.8,3,2,3,29,not acept,not furnished,142.3,12222.61480105236,42.04,16.66,1341.01
Sao Paulo,118.8,3,3,1,29,not acept,not furnished,282.38,3462.49,133.08,26.93,3904.88
Porto Alegre,42.6,2,1,0,30,acept,furnished,239.85,2199.73,90.68,18.11,2548.37
Sao Paulo,58.1,1,1,0,2,acept,not furnished,277.02,1426.86,28.2,14.87,1746.95
Salvador,85.5,2,1,0,1,not acept,furnished,444.32,2671.87,109.32,28.8,3254.31
Sao Paulo,95.5,4,4,1,26,not acept,not furnished,274.36,2057.26,93.97,21.52,2447.11
Fortaleza,25.6,3,3,1,10,not acept,not furnished,32.05,400.0,5.06,2.66,439.77
Rio de Janeiro,18.0,2,3,0,9,not acept,not furnished,65.99,400.0,18.52,3.6,488.11
Porto Alegre,111.7,3,3,0,15,not acept,not furnished,462.94,3326.87,73.5,24.35,3887.66
Rio de Janeiro,57.6,3,4,1,12,acept,not furnished,377.94,31327.600731724953,105.7,13.78,2878.09
Fortaleza,58.0,5,6,2,5,not acept,not furnished,212.68,,20.06,12.47,1915.65
Sao Paulo,163.8,2,1,1,25,not acept,furnished,551.16,6881.53,323.17,77.08,7832.94
Sao Paulo,28.8,4,5,0,27,acept,furnished,163.9,1092.4,24.81,9.67,1290.78
Rio de Janeiro,45.8,2,1,0,22,acept,not furnished,438.92,2513.85,102.85,35.28,3090.9
Sao Paulo,119.6,4,4,2,0,acept,furnished,560.44,5287.4,71.51,59.3,5978.65
Sao Paulo,106.4,1,1,0,1,not acept,not furnished,694.2,4351.72,184.39,37.81,5268.12
Recife,32.2,2,3,0,9,acept,not furnished,250.52,2050.43,49.31,29.89,2380.15
Recife,26.7,4,3,1,16,acept,not furnished,198.7,1104.03,50.39,15.16,1368.28
Rio de Janeiro,181.8,4,5,1,17,not acept,not furnished,770.44,5812.73,177.97,54.22,6815.36
Fortaleza,95.6,2,3,1,0,acept,not furnished,206.03,2354.03,109.05,30.27,2699.38
Belo Horizonte,153.5,3,3,2,29,not acept,furnished,937.85,6535.19,200.86,76.49,7750.39
Sao Paulo,201.9,2,3,0,15,acept,not furnished,972.05,6356.72,284.87,62.23,7675.87
Curitiba,129.7,1,1,1,12,not acept,not furnished,390.11,3296.03,100.05,36.24,3822.43
Curitiba,43.8,1,1,1,4,acept,not furnished,167.97,1880.69,51.51,20.04,2120.21
Recife,51.5,1,1,0,29,not acept,not furnished,328.87,1930.23,77.92,14.12,2351.14
Sao Paulo,156.2,3,4,0,12,not acept,furnished,689.02,4754.95,115.75,33.32,5593.04
Curitiba,46.0,2,3,1,1,not acept,not furnished,191.6,1821.85,72.25,20.91,2106.61
Sao Paulo,113.0,1,2,2,18,acept,not furnished,421.61,4113.76,114.19,35.3,4684.86
Sao Paulo,18.0,4,3,1,9,not acept,not furnished,58.21,400.0,6.99,2.19,467.39
Sao Paulo,172.7,1,2,1,24,not acept,furnished,626.21,5345.07,262.09,67.23,6300.6
Recife,18.0,3,2,0,15,acept,not furnished,141.55,868.67,18.18,6.78,1035.18
Salvador,18.0,4,5,2,1,not acept,furnished,246.28,2021.15,49.3,27.57,2344.3
Porto Alegre,18.0,2,3,0,22,acept,not furnished,221.3,1621.78,50.42,9.1,1902.6
Belo Horizonte,79.8,2,2,2,7,not acept,not furnished,290.45,3332.16,140.12,34.75,3797.48
Rio de Janeiro,184.5,3,3,1,11,not acept,not furnished,768.49,5679.25,160.5,39.17,6647.41
Sao Paulo,53.9,3,2,0,23,acept,furnished,252.68,3111.25,61.08,28.83,3453.84
Sao Paulo,96.5,3,4,1,1,not acept,not furnished,425.52,3451.62,129.12,30.17,4036.43
Rio de Janeiro,90.7,3,2,2,30,acept,not furnished,436.0,3719.22,152.92,35.86,4344.0
Porto Alegre,80.6,4,4,2,21,not acept,not furnished,449.82,2634.44,111.29,28.85,3224.4
Belo Horizonte,37.0,1,1,1,4,acept,furnished,349.5,2029.01,63.87,19.5,2461.88
Sao Paulo,82.7,3,3,2,0,not acept,not furnished,451.6,3467.21,130.09,40.0,4088.9
Sao Paulo,113.3,2,2,1,15,acept,furnished,851.26,4318.83,102.74,30.96,5303.79
Sao Paulo,157.4,2,1,3,10,not acept,not furnished,469.86,4271.07,67.51,40.79,4849.23
Rio de Janeiro,105.8,1,2,1,0,not acept,furnished,366.31,3667.07,58.98,20.62,4112.98
Fortaleza,45.5,2,1,0,17,not acept,not furnished,312.91,1760.71,20.63,18.07,2112.32
Curitiba,61.1,4,5,1,7,acept,furnished,350.78,2484.02,48.1,22.86,2905.76
Salvador,38.2,1,1,3,8,not acept,furnished,237.17,2292.84,83.41,26.39,2639.81
Rio de Janeiro,41.7,2,1,0,3,not acept,not furnished,120.19,1001.99,46.44,6.87,1175.49
Rio de Janeiro,144.8,2,3,2,2,not acept,not furnished,415.42,4547.19,189.7,34.85,5187.16
Sao Paulo,131.9,1,2,0,2,not acept,not furnished,667.1,4078.95,165.84,48.36,4960.25
Fortaleza,75.7,3,3,2,27,acept,furnished,333.66,2389.84,110.83,20.34,2854.67
Porto Alegre,18.0,3,4,1,15,acept,not furnished,187.5,1269.39,24.27,17.72,1498.88
Sao Paulo,88.2,4,5,2,13,not acept,not furnished,275.71,3100.58,38.32,20.47,3435.08
Belo Horizonte,18.0,3,2,0,21,acept,not furnished,308.54,1882.27,50.44,22.66,2263.91
Rio de Janeiro,159.7,3,3,1,8,not acept,not furnished,666.49,5782.54,144.94,37.16,6631.13
Curitiba,95.5,2,2,1,25,acept,furnished,257.93,2600.06,88.13,22.23,2968.35
Recife,18.0,3,4,0,4,not acept,furnished,57.43,438.5,12.85,2.76,511.54
Belo Horizonte,43.3,2,3,0,24,not acept,furnished,344.37,1886.46,75.33,18.39,2324.55
Belo Horizonte,84.5,5,5,0,0,not acept,not furnished,242.17,1943.86,81.36,23.11,2290.5
Sao Paulo,162.4,5,5,1,2,not acept,furnished,534.76,5744.97,190.06,41.4,6511.19
Sao Paulo,83.0,4,4,0,27,acept,not furnished,750.01,3884.82,71.15,57.98,4763.96
Sao Paulo,18.0,2,3,3,1,not acept,not furnished,62.68,400.0,18.06,3.18,483.92
Sao Paulo,127.7,2,3,2,5,acept,furnished,550.51,4737.99,97.47,54.13,5440.1
Porto Alegre,44.7,4,4,1,0,not acept,not furnished,273.12,1821.36,73.98,15.12,2183.58
Porto Alegre,89.5,3,3,1,17,acept,furnished,389.07,4283.08,129.87,33.85,4835.87
Sao Paulo,156.3,3,4,3,8,acept,not furnished,808.0,5470.08,176.51,41.2,6495.79
Salvador,73.7,2,3,1,18,not acept,not furnished,312.83,1754.3,28.85,16.74,2112.72
Sao Paulo,179.0,4,5,1,0,acept,furnished,655.1,,222.59,96.4,7755.32
Rio de Janeiro,133.0,3,2,2,10,acept,not furnished,792.46,4398.8,190.86,41.35,5423.47
Sao Paulo,113.0,2,2,1,10,acept,not furnished,558.08,3813.39,104.8,47.16,4523.43
Rio de Janeiro,55.8,4,3,2,15,not acept,furnished,238.82,2316.75,53.15,21.22,2629.94
Sao Paulo,96.7,2,1,1,7,not acept,not furnished,290.24,2754.86,57.19,31.98,3134.27
Rio de Janeiro,61.4,3,4,1,30,not acept,not furnished,568.56,3057.2,88.31,23.12,3737.19
Rio de Janeiro,18.0,3,3,1,8,not acept,not furnished,289.92,2114.84,42.0,29.69,2476.45
Recife,39.2,3,4,0,20,acept,not furnished,153.13,1343.97,37.02,19.78,1553.9
Sao Paulo,141.2,1,2,2,9,acept,not furnished,392.1,3554.96,106.25,41.02,4094.33
Sao Paulo,148.7,3,4,1,15,not acept,not furnished,618.93,4834.83,81.37,29.41,5564.54
Sao Paulo,18.0,3,4,0,5,acept,not furnished,145.96,842.12,37.24,5.36,1030.68
Curitiba,36.1,3,3,2,3,acept,not furnished,150.88,1813.34,70.4,20.61,2055.23
Sao Paulo,31.3,4,4,2,30,acept,not furnished,219.32,2360.21,100.78,12.65,2692.96
Salvador,41.6,2,3,1,15,acept,furnished,118.93,891.76,39.71,5.68,1056.08
Belo Horizonte,46.2,4,3,1,13,acept,not furnished,372.45,1971.38,59.89,21.07,2424.79
Belo Horizonte,83.2,2,3,1,19,acept,furnished,481.48,2588.14,117.4,34.84,3221.86
Belo Horizonte,70.9,3,2,0,5,acept,not furnished,365.53,2103.79,71.13,15.92,2556.37
Sao Paulo,52.7,1,1,2,25,not acept,not furnished,449.44,2276.11,110.18,25.57,2861.3
Sao Paulo,164.6,2,3,3,5,acept,not furnished,412.25,4437.16,120.61,36.42,5006.44
Rio de Janeiro,164.4,3,3,1,15,not acept,furnished,1065.35,5727.28,235.51,56.12,7084.26
Belo Horizonte,91.9,1,2,1,1,not acept,not furnished,184.27,2236.29,53.7,11.89,2486.15
Sao Paulo,103.6,5,5,2,16,acept,not furnished,678.95,5230.42,79.03,70.17,6058.57
Sao Paulo,61.1,2,1,1,13,acept,not furnished,203.73,1902.92,84.73,27.7,2219.08
Recife,18.0,4,4,1,7,acept,not furnished,51.07,413.38,15.69,3.4,483.54
Sao Paulo,67.5,3,3,0,7,acept,not furnished,500.13,2540.33,84.61,34.02,3159.09
Salvador,39.5,3,3,2,0,not acept,not furnished,189.31,1584.43,76.1,9.62,1859.46
Porto Alegre,71.9,1,2,2,0,not acept,furnished,504.42,3242.88,134.72,46.99,3929.01
Sao Paulo,61.8,2,1,0,17,not acept,not furnished,505.32,3107.67,40.06,46.31,3699.36
Sao Paulo,147.8,2,1,2,21,acept,not furnished,823.7,5643.82,66.14,29.26,6562.92
Sao Paulo,56.9,3,3,1,15,not acept,furnished,177.56,1952.93,64.61,12.52,2207.62
Curitiba,33.3,3,2,2,0,not acept,furnished,296.48,1622.57,45.83,16.76,1981.64
Curitiba,66.6,3,3,2,29,not acept,not furnished,446.39,2558.46,30.82,27.16,3062.83
Porto Alegre,111.8,4,4,2,21,acept,not furnished,673.8,3964.87,55.19,43.1,4736.96
Fortaleza,19.2,3,3,2,5,not acept,not furnished,384.66,2032.49,48.1,11.71,2476.96
Curitiba,19.4,2,2,1,20,not acept,not furnished,175.15,1439.35,39.01,19.34,1672.85
Sao Paulo,67.8,2,3,1,1,not acept,not furnished,310.5,2082.12,80.95,28.32,2501.89
Sao Paulo,168.7,4,4,1,23,acept,furnished,1108.52,6371.06,259.35,82.44,7821.37
Salvador,34.0,1,1,1,13,acept,furnished,248.66,26517.29186565925,58.44,22.82,2194.89
Sao Paulo,207.3,3,4,1,11,not acept,not furnished,1135.15,5804.48,92.05,30.23,7061.91
Sao Paulo,134.3,1,1,2,0,acept,not furnished,735.21,4043.1,97.92,53.8,4930.03
Curitiba,90.6,2,3,1,19,acept,not furnished,379.79,2643.37,111.82,13.41,3148.39
Rio de Janeiro,31.8,3,3,2,25,not acept,not furnished,141.95,1453.18,67.61,9.76,1672.5
Fortaleza,77.9,3,4,0,7,acept,furnished,294.58,2097.56,46.51,13.11,2451.76
Curitiba,18.0,3,2,3,0,acept,not furnished,155.35,1481.87,18.13,18.03,1673.38
Sao Paulo,103.1,3,4,1,23,not acept,not furnished,373.89,2903.12,61.14,19.41,3357.56
Recife,18.0,2,3,2,18,not acept,furnished,75.69,676.58,28.99,7.55,788.81
Sao Paulo,114.3,2,2,3,23,not acept,furnished,840.26,4732.44,122.67,30.15,5725.52
Rio de Janeiro,92.3,3,3,2,15,acept,furnished,493.81,4443.63,68.11,52.67,5058.22
Rio de Janeiro,101.4,3,4,1,13,not acept,not furnished,409.53,2712.53,101.67,37.96,3261.69
Sao Paulo,76.8,1,1,2,4,not acept,not furnished,142.57,1652.79,71.52,21.03,1887.91
Rio de Janeiro,62.7,3,3,2,0,acept,furnished,335.42,1967.61,69.47,15.6,2388.1
Sao Paulo,66.5,3,4,2,13,not acept,not furnished,418.83,3128.67,128.97,38.26,3714.73
Rio de Janeiro,81.0,1,1,1,26,not acept,furnished,385.57,2967.85,130.08,44.36,3527.86
Rio de Janeiro,113.5,3,3,1,0,acept,not furnished,421.78,3189.72,66.91,37.32,3715.73
Porto Alegre,68.4,3,4,1,30,not acept,not furnished,533.08,3220.38,121.29,20.2,3894.95
Salvador,18.0,2,3,1,29,not acept,furnished,124.31,943.61,40.32,10.02,1118.26
Sao Paulo,84.4,3,4,2,19,acept,not furnished,367.56,2181.45,22.9,19.93,2591.84
Rio de Janeiro,104.5,3,2,1,28,acept,furnished,526.59,4621.05,196.54,32.04,5376.22
Rio de Janeiro,119.0,4,3,1,16,not acept,furnished,751.18,3846.95,147.11,26.26,4771.5
Sao Paulo,211.9,3,2,1,11,not acept,not furnished,1021.91,7234.42,232.62,94.35,8583.3
Porto Alegre,18.0,2,2,0,16,acept,not furnished,60.01,400.0,4.06,2.63,466.7
Curitiba,96.9,1,2,1,26,acept,not furnished,528.57,3234.75,44.19,46.94,3854.45
Sao Paulo,153.1,4,5,1,29,acept,not furnished,766.97,5107.73,123.47,73.31,6071.48
Rio de Janeiro,20.8,4,3,3,25,not acept,not furnished,199.09,1348.03,23.29,18.76,1589.17
Sao Paulo,113.4,2,2,1,3,acept,not furnished,258.69,3221.93,55.18,22.03,3557.83
Curitiba,52.9,1,1,1,17,not acept,furnished,221.9,1641.9,36.28,14.61,1914.69
Sao Paulo,155.9,3,4,1,12,not acept,not furnished,799.85,4346.65,44.84,42.84,5234.18
Recife,18.0,3,2,0,13,not acept,not furnished,318.73,1669.99,24.38,20.12,2033.22
Porto Alegre,115.6,2,3,2,11,acept,not furnished,292.18,2549.84,68.84,19.8,2930.66
Rio de Janeiro,106.2,3,2,2,0,not acept,not furnished,704.29,4268.58,156.95,27.3,5157.12
Belo Horizonte,18.0,2,1,2,25,not acept,not furnished,206.13,1126.25,32.26,12.68,1377.32
Fortaleza,79.2,2,3,1,30,acept,not furnished,398.82,3002.32,147.78,31.44,3580.36
Belo Horizonte,39.8,2,1,2,4,acept,not furnished,228.16,1503.62,16.97,15.18,1763.93
Sao Paulo,123.6,3,2,1,18,acept,furnished,545.69,3480.37,130.79,19.62,4176.47
Rio de Janeiro,71.6,4,3,1,15,not acept,furnished,379.57,1957.77,70.19,20.66,2428.19
Salvador,78.2,3,2,3,27,acept,not furnished,260.74,1891.57,70.63,13.61,2236.55
Curitiba,112.6,2,2,2,21,not acept,not furnished,673.22,3882.62,103.53,35.49,4694.86
Curitiba,58.0,4,3,1,22,not acept,not furnished,203.32,23373.390479377646,50.04,16.87,2255.17
Salvador,18.0,1,1,1,29,acept,not furnished,259.84,1728.92,77.34,18.46,2084.56
Fortaleza,81.7,3,2,1,19,acept,not furnished,361.87,2686.74,43.8,23.12,3115.53
Fortaleza,18.0,3,4,0,12,not acept,furnished,98.18,912.78,20.25,9.25,1040.46
Sao Paulo,26.8,2,2,3,0,acept,not furnished,32.65,400.0,6.41,5.49,444.55
Belo Horizonte,35.0,2,1,0,27,not acept,not furnished,232.88,1542.92,23.32,19.83,1818.95
Porto Alegre,58.7,4,3,2,17,not acept,not furnished,427.69,2414.93,62.77,33.55,2938.94
Porto Alegre,72.3,3,4,3,20,not acept,not furnished,435.88,2464.55,115.26,31.53,3047.22
Belo Horizonte,26.4,1,1,2,14,not acept,not furnished,256.57,2024.28,93.84,18.4,2393.09
Sao Paulo,78.5,4,4,3,10,not acept,furnished,264.3,2598.81,94.88,28.51,2986.5
Porto Alegre,64.7,2,2,0,14,acept,not furnished,274.4,1420.28,42.53,16.29,1753.5
Porto Alegre,127.3,2,1,1,0,acept,not furnished,502.52,3994.44,132.43,44.15,4673.54
Sao Paulo,199.8,3,3,1,24,not acept,not furnished,789.7,6487.1,232.52,73.79,7583.11
Rio de Janeiro,72.5,3,4,2,2,not acept,not furnished,368.86,2398.61,71.9,27.21,2866.58
Sao Paulo,201.6,2,3,2,8,acept,not furnished,985.98,7423.98,231.31,87.67,8728.94
